GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionsGetRemoteControlStatusResult,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionTasksGetCurrentPromotableResult,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionScheduleAddResult,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionPermissionsSetRequiredParams,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,McpOauthLoginGrantType,6,51,1,3,1,7,1,5,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionCommandsRespondToQueuedCommandParams,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionLimitPredictionResultAvailable,15,0,0,0,5,0,4,0,4,0
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionFactoryResumeParams,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionCommandsListResult,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionPermissionsPathsApi,82,12,0,0,13,5,5,2,5,2
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,RemoteControlConfigExistingMcSession,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionMetadataGetContextHeaviestMessagesResult,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,UsageMetricsModelMetric,0,18,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,PermissionsConfigureAdditionalContentExclusionPolicyRule,0,15,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionFsExistsResult,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionPermissionsPathsIsPathWithinWorkspaceResult,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,FactoryAgentSummary,0,42,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SlashCommandAgentPromptResult,43,0,0,0,13,0,12,0,12,0
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,McpResourceContent,0,18,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionContentExclusionApi,18,12,0,0,3,5,1,2,1,2
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionLogLevel,0,64,0,4,0,9,0,6,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionMcpSetEnvValueModeParams,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionMcpAppsReadResourceResult,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionSendMessagesResult,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,RemoteSessionRepository,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionsOpenProgressStep,6,79,1,3,1,11,1,5,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,InstructionSourceLocation,6,65,1,3,1,9,1,5,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionCompletionsRequestResult,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionsPruneOldParams,0,15,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,WorkspaceSummaryHostType,6,51,1,3,1,7,1,5,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,InstalledPluginInfo,0,18,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionInterruptMainTurnParams,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,PermissionsConfigureAdditionalContentExclusionPolicyScope,6,51,1,3,1,7,1,5,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionsOpenStatus,6,72,1,3,1,10,1,5,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionUsageApi,0,19,0,0,0,5,0,2,0,2
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionMcpListParams,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionCommandsHandlePendingCommandParams,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,RemoteSessionMetadataTaskType,6,51,1,3,1,7,1,5,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionUiHandlePendingExitPlanModeParams,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionQueueConsumeSystemNotificationsParams,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,UISessionLimitsExhaustedResponse,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionAgentSelectResult,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionFactoryRunParams,0,15,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionCanvasCloseParams,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,ServerToolsApi,0,13,0,0,0,4,0,2,0,2
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionScheduleStopParams,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionAgentDeselectParams,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionCanvasListOpenParams,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionShellExecResult,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionsOpenCloud,36,0,0,0,11,0,10,0,10,0
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionFsSqliteQueryParams,0,15,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,HistoryRewindMode,6,51,1,3,1,7,1,5,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionPluginsReloadParams,0,21,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,AgentInfoSource,6,79,1,3,1,11,1,5,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionQueueSendNowResult,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionsForkParams,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionPermissionsUrlsApi,18,12,0,0,3,5,1,2,1,2
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionsRegisterExtensionToolsOnSessionParams,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionMetadataIsProcessingParams,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionMcpAppsDiagnoseParams,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionHistoryAbortManualCompactionParams,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionShellExecuteUserRequestedResult,0,18,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionCanvasOpenResult,0,30,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,FactoryRunTerminal,0,15,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,ModelCapabilitiesLimitsVision,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionHistoryCompactParams.SessionHistoryCompactParamsTrigger,29,28,4,0,3,5,3,3,1,3
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionScheduleAddSelfPacedResult,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionCommandsExecuteParams,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionTasksGetProgressParams,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionPlanReadSqlTodosWithDependenciesResult,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionHistorySummarizeForHandoffResult,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionQueueSnapshotResult,0,15,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionsGetPersistedRemoteSteerableResult,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,MarketplaceRefreshEntry,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,PermissionsConfigureAdditionalContentExclusionPolicy,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,ServerMcpApi,0,19,0,0,0,5,0,2,0,2
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionSkillsEnableParams,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionsTransferRemoteControlResult,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionUiHandlePendingSamplingResult,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionsGetBoardEntryCountParams,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionsBulkDeleteParams,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,UIAutoModeSwitchResponse,6,58,1,3,1,8,1,5,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionVisibilityStatus,6,51,1,3,1,7,1,5,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,OptionsUpdateToolFilterPrecedence,6,51,1,3,1,7,1,5,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionPermissionsResetSessionApprovalsParams,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,InstructionSource,0,33,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionUiHandlePendingElicitationResult,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionLimitPredictionTier,6,65,1,3,1,9,1,5,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionsEnrichMetadataResult,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionMcpOauthHandlePendingRequestResult,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionsLoadDeferredRepoHooksParams,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionPermissionsPathsIsPathWithinAllowedDirectoriesParams,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionWorkspacesApi,194,58,0,0,29,12,13,5,13,5
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,PluginsEnableParams,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionFactoryGetRunProgressResult,0,21,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionsFindByTaskIdParams,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionHistoryListRewindPointsResult,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SkillsDiscoverResult,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionsListNonEmptySessionIdsParams,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,AccountAllUsers,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,AgentRegistryLiveTargetEntry,0,57,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionFleetApi,0,30,0,0,0,8,0,3,0,3
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionsConfigureSessionExtensionsParams,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,ScheduleEntry,0,33,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionExtensionsReloadParams,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionFsStatResult,0,21,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionWorkspacesReadCheckpointResult,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,CommandsListResult,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,LlmInferenceHttpRequestStartTransport,6,51,1,3,1,7,1,5,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,HistoryFileRestoreSkipReason,6,51,1,3,1,7,1,5,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionsGetLastForContextResult,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionMetadataRecordContextChangeParams,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionMcpListToolsResult,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,McpConfigEnableParams,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionWorkspacesListFilesParams,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionScheduleHasSelfPacedResult,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionMcpListResult,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionScheduleListResult,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionModelSwitchToResult,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionWorkspacesEnsureParams,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionDebugCollectLogsParams,0,15,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SandboxConfigUserPolicyNetworkProxy,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionLimitPredictionPredictParams,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionMcpOauthLoginResult,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionFactoryJournalPutParams,0,18,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionUiApi,118,66,0,0,19,14,7,5,7,5
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionHistoryListRewindPointsParams,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionPlanDeleteParams,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,ModelCapabilities,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionFsReaddirParams,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionUiHandlePendingSessionLimitsExhaustedParams,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,FactoryRunConsumed,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionHistoryCompactParams,0,15,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionTasksPromoteToBackgroundParams,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,ProviderEndpointWireApi,6,51,1,3,1,7,1,5,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SkillsGetDiscoveryPathsResult,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,AgentRegistryLogCapture,0,15,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,ShellOptions,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionPermissionsModifyRulesResult,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,PluginsUpdateParams,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,PluginsMarketplacesListResult,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionFleetStartParams,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionFsRenameParams,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,InstructionDiscoveryPath,0,18,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,McpAllowedServer,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionQueueDuplicateAtResult,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionProviderGetEndpointParams,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,McpConfigDisableParams,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionMetadataGetContextAttributionParams,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionListFilter,0,15,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,CurrentToolMetadata,0,24,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionMetadataActivityResult,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionPermissionsPathsIsPathWithinWorkspaceParams,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionsGetBoardEntryCountResult,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,PluginsUninstallParams,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionUiHandlePendingAutoModeSwitchParams,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionFsSqliteTransactionParams,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionSendMessagesParams,0,30,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionFsSqliteTransactionStatement,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionMcpSetEnvValueModeResult,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,MetadataSnapshotRemoteMetadataRepository,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionOpenOptions,0,198,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionMetadataRecomputeContextTokensResult,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,AccountLoginResult,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionPlanReadSqlTodosWithDependenciesParams,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,AccountLogoutParams,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionExtensionsEnableParams,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,ModelPolicyState,6,58,1,3,1,8,1,5,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionEventLogTailResult,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,McpServerFailureInfo,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionExtensionsListParams,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionTasksCancelResult,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,FactoryRunLimits,0,15,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionUiElicitationParams,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,ModelBillingPromo,0,15,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionMcpRemoveGitHubResult,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,UserSettingMetadata,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,Model,0,30,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,AccountLoginParams,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionMetadataSetWorkingDirectoryParams,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionsRegisterExtensionToolsOnSessionOptions,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionLogResult,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionMcpHeadersHandlePendingHeadersRefreshRequestParams,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,Plugin,0,15,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionMetadataGetContextAttributionResult.SessionMetadataGetContextAttributionResultContextAttribution.SessionMetadataGetContextAttributionResultContextAttributionCompactions,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionHistoryTruncateParams,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,ModelsListParams,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionFsReadFileResult,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionRemoteApi,46,12,0,0,7,5,3,2,3,2
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionPermissionsHandlePendingPermissionRequestResult,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,PermissionRulesSet,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,MemoryConfiguration,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionFsMkdirParams,0,15,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,AgentRegistrySpawnParams,0,21,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,UIElicitationSchema,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,ModelCapabilitiesOverrideLimits,0,15,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionMcpHeadersApi,0,30,0,0,0,8,0,3,0,3
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionPluginsListParams,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionSkillsReloadResult,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,QueuePendingItemsKind,6,51,1,3,1,7,1,5,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionQueueDuplicateAtParams,0,9,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionHistoryTruncateResult,0,12,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionSendResult,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionPermissionsNotifyPromptShownResult,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,ModelBillingTokenPricesLongContext,0,24,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,FactoryPhaseObservation,0,42,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,OptionsUpdateContextTier,6,51,1,3,1,7,1,5,0,4
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionQueueHasPendingResult,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,McpConfigRemoveParams,0,6,0,0,0,1,0,1,0,1
GitHub Copilot SDK :: Java,com.github.copilot.generated.rpc,SessionAbortResult,0,9,0,0,0,1,0,1,0,1
